AOU_Code,AcceptedTSN,Admin_Sheet,Admin_Unit_Code,Common_Name,Date,Distance,Disturbance,End_Time,Flyover_Observed,Habitat,Humidity,ID_Method,Initial_Three_Min_Cnt,Interval_Length,Location_Type,NPSTaxonCode,Observer,PIF_Watchlist_Status,Plot_Name,Regional_Stewardship_Status,Scientific_Name,Sex,Site_Name,Sky,Start_Time,Sub_Unit_Code,Temperature,Visit,Wind,Year
WOTH,179777.0,CATO,CATO,Wood Thrush,2018-05-26,50 - 100 Meters,No effect on count,09:03:00,False,Forest,76.3000030517578,Singing,False,2.5 - 5 min,Forest,87156.0,Brian Swimelar,True,CATO-0280,True,Hylocichla mustelina,Undetermined,CATO 5,Clear or Few Clouds,08:53:00,,24.8999996185303,1,Calm (< 1 mph) smoke rises vertically,2018
BGGN,179853.0,CATO,CATO,Blue-gray Gnatcatcher,2018-05-26,<= 50 Meters,No effect on count,09:03:00,False,Forest,76.3000030517578,Calling,False,7.5 - 10 min,Forest,88038.0,Brian Swimelar,False,CATO-0280,False,Polioptila caerulea,,CATO 5,Clear or Few Clouds,08:53:00,,24.8999996185303,1,Calm (< 1 mph) smoke rises vertically,2018
BGGN,179853.0,CATO,CATO,Blue-gray Gnatcatcher,2018-05-26,<= 50 Meters,No effect on count,09:03:00,False,Forest,76.3000030517578,Calling,True,0-2.5 min,Forest,88038.0,Brian Swimelar,False,CATO-0280,False,Polioptila caerulea,,CATO 5,Clear or Few Clouds,08:53:00,,24.8999996185303,1,Calm (< 1 mph) smoke rises vertically,2018
EATO,179276.0,CATO,CATO,Eastern Towhee,2018-05-26,<= 50 Meters,No effect on count,06:03:00,False,Forest,70.1999969482422,Singing,False,5 - 7.5 min,Forest,83803.0,Brian Swimelar,False,CATO-0242,True,Pipilo erythrophthalmus,Undetermined,CATO 5,Partly Cloudy,05:53:00,,22.6000003814697,1,Calm (< 1 mph) smoke rises vertically,2018
EAWP,178359.0,CATO,CATO,Eastern Wood-Pewee,2018-05-26,50 - 100 Meters,No effect on count,06:03:00,False,Forest,70.1999969482422,Singing,False,7.5 - 10 min,Forest,85846.0,Brian Swimelar,False,CATO-0242,True,Contopus virens,Undetermined,CATO 5,Partly Cloudy,05:53:00,,22.6000003814697,1,Calm (< 1 mph) smoke rises vertically,2018
MODO,177125.0,CATO,CATO,Mourning Dove,2018-05-26,<= 50 Meters,No effect on count,06:03:00,False,Forest,70.1999969482422,Singing,True,0-2.5 min,Forest,82737.0,Brian Swimelar,False,CATO-0242,False,Zenaida macroura,,CATO 5,Partly Cloudy,05:53:00,,22.6000003814697,1,Calm (< 1 mph) smoke rises vertically,2018
OVEN,178927.0,CATO,CATO,Ovenbird,2018-05-26,<= 50 Meters,No effect on count,06:03:00,False,Forest,70.1999969482422,Calling,False,7.5 - 10 min,Forest,92689.0,Brian Swimelar,False,CATO-0242,False,Seiurus aurocapillus,Undetermined,CATO 5,Partly Cloudy,05:53:00,,22.6000003814697,1,Calm (< 1 mph) smoke rises vertically,2018
MODO,177125.0,CATO,CATO,Mourning Dove,2018-05-26,50 - 100 Meters,No effect on count,06:03:00,False,Forest,70.1999969482422,Singing,False,5 - 7.5 min,Forest,82737.0,Brian Swimelar,False,CATO-0242,False,Zenaida macroura,,CATO 5,Partly Cloudy,05:53:00,,22.6000003814697,1,Calm (< 1 mph) smoke rises vertically,2018
DOWO,178259.0,CATO,CATO,Downy Woodpecker,2018-05-26,<= 50 Meters,No effect on count,06:03:00,False,Forest,70.1999969482422,Calling,True,0-2.5 min,Forest,84936.0,Brian Swimelar,False,CATO-0242,True,Picoides pubescens,,CATO 5,Partly Cloudy,05:53:00,,22.6000003814697,1,Calm (< 1 mph) smoke rises vertically,2018
WOTH,179777.0,CATO,CATO,Wood Thrush,2018-05-26,50 - 100 Meters,No effect on count,06:03:00,False,Forest,70.1999969482422,Singing,True,0-2.5 min,Forest,87156.0,Brian Swimelar,True,CATO-0242,True,Hylocichla mustelina,Undetermined,CATO 5,Partly Cloudy,05:53:00,,22.6000003814697,1,Calm (< 1 mph) smoke rises vertically,2018
REVI,179021.0,CATO,CATO,Red-eyed Vireo,2018-05-26,<= 50 Meters,No effect on count,06:03:00,False,Forest,70.1999969482422,Singing,True,0-2.5 min,Forest,93587.0,Brian Swimelar,False,CATO-0242,False,Vireo olivaceus,Undetermined,CATO 5,Partly Cloudy,05:53:00,,22.6000003814697,1,Calm (< 1 mph) smoke rises vertically,2018
OVEN,178927.0,CATO,CATO,Ovenbird,2018-05-26,<= 50 Meters,No effect on count,06:03:00,False,Forest,70.1999969482422,Singing,True,0-2.5 min,Forest,92689.0,Brian Swimelar,False,CATO-0242,False,Seiurus aurocapillus,Undetermined,CATO 5,Partly Cloudy,05:53:00,,22.6000003814697,1,Calm (< 1 mph) smoke rises vertically,2018
RBWO,178195.0,CATO,CATO,Red-bellied Woodpecker,2018-05-26,50 - 100 Meters,No effect on count,06:03:00,False,Forest,70.1999969482422,Calling,False,2.5 - 5 min,Forest,84865.0,Brian Swimelar,False,CATO-0242,False,Melanerpes carolinus,,CATO 5,Partly Cloudy,05:53:00,,22.6000003814697,1,Calm (< 1 mph) smoke rises vertically,2018
BGGN,179853.0,CATO,CATO,Blue-gray Gnatcatcher,2018-05-26,50 - 100 Meters,No effect on count,06:44:00,False,Forest,57.0,Calling,True,0-2.5 min,Forest,88038.0,Brian Swimelar,False,CATO-0258,False,Polioptila caerulea,,CATO 5,Partly Cloudy,06:34:00,,28.0,1,Light air movement (1-3 mph) smoke drifts,2018
REVI,179021.0,CATO,CATO,Red-eyed Vireo,2018-05-26,<= 50 Meters,No effect on count,06:44:00,False,Forest,57.0,Singing,True,2.5 - 5 min,Forest,93587.0,Brian Swimelar,False,CATO-0258,False,Vireo olivaceus,Undetermined,CATO 5,Partly Cloudy,06:34:00,,28.0,1,Light air movement (1-3 mph) smoke drifts,2018
RBWO,178195.0,CATO,CATO,Red-bellied Woodpecker,2018-05-26,<= 50 Meters,No effect on count,06:44:00,False,Forest,57.0,Calling,True,0-2.5 min,Forest,84865.0,Brian Swimelar,False,CATO-0258,False,Melanerpes carolinus,,CATO 5,Partly Cloudy,06:34:00,,28.0,1,Light air movement (1-3 mph) smoke drifts,2018
OVEN,178927.0,CATO,CATO,Ovenbird,2018-05-26,50 - 100 Meters,No effect on count,06:44:00,False,Forest,57.0,Singing,False,2.5 - 5 min,Forest,92689.0,Brian Swimelar,False,CATO-0258,False,Seiurus aurocapillus,Undetermined,CATO 5,Partly Cloudy,06:34:00,,28.0,1,Light air movement (1-3 mph) smoke drifts,2018
REVI,179021.0,CATO,CATO,Red-eyed Vireo,2018-05-26,<= 50 Meters,No effect on count,06:44:00,False,Forest,57.0,Singing,True,0-2.5 min,Forest,93587.0,Brian Swimelar,False,CATO-0258,False,Vireo olivaceus,Undetermined,CATO 5,Partly Cloudy,06:34:00,,28.0,1,Light air movement (1-3 mph) smoke drifts,2018
GCFL,178309.0,CATO,CATO,Great Crested Flycatcher,2018-05-26,50 - 100 Meters,No effect on count,06:44:00,False,Forest,57.0,Calling,False,5 - 7.5 min,Forest,85791.0,Brian Swimelar,False,CATO-0258,False,Myiarchus crinitus,,CATO 5,Partly Cloudy,06:34:00,,28.0,1,Light air movement (1-3 mph) smoke drifts,2018
EAWP,178359.0,CATO,CATO,Eastern Wood-Pewee,2018-05-26,50 - 100 Meters,No effect on count,06:44:00,False,Forest,57.0,Singing,True,0-2.5 min,Forest,85846.0,Brian Swimelar,False,CATO-0258,True,Contopus virens,Undetermined,CATO 5,Partly Cloudy,06:34:00,,28.0,1,Light air movement (1-3 mph) smoke drifts,2018
BGGN,179853.0,CATO,CATO,Blue-gray Gnatcatcher,2018-05-26,<= 50 Meters,No effect on count,06:44:00,False,Forest,57.0,Visualization,False,2.5 - 5 min,Forest,88038.0,Brian Swimelar,False,CATO-0258,False,Polioptila caerulea,,CATO 5,Partly Cloudy,06:34:00,,28.0,1,Light air movement (1-3 mph) smoke drifts,2018
EAWP,178359.0,CATO,CATO,Eastern Wood-Pewee,2018-05-28,50 - 100 Meters,No effect on count,06:46:00,False,Forest,83.3000030517578,Singing,True,0-2.5 min,Forest,85846.0,Brian Swimelar,False,CATO-0268,True,Contopus virens,Undetermined,CATO 7,Mist/Drizzle,06:36:00,,17.3999996185303,1,Calm (< 1 mph) smoke rises vertically,2018
BGGN,179853.0,CATO,CATO,Blue-gray Gnatcatcher,2018-05-28,<= 50 Meters,No effect on count,06:46:00,False,Forest,83.3000030517578,Calling,False,7.5 - 10 min,Forest,88038.0,Brian Swimelar,False,CATO-0268,False,Polioptila caerulea,,CATO 7,Mist/Drizzle,06:36:00,,17.3999996185303,1,Calm (< 1 mph) smoke rises vertically,2018
MODO,177125.0,CATO,CATO,Mourning Dove,2018-05-28,50 - 100 Meters,No effect on count,06:46:00,False,Forest,83.3000030517578,Calling,True,0-2.5 min,Forest,82737.0,Brian Swimelar,False,CATO-0268,False,Zenaida macroura,,CATO 7,Mist/Drizzle,06:36:00,,17.3999996185303,1,Calm (< 1 mph) smoke rises vertically,2018
GCFL,178309.0,CATO,CATO,Great Crested Flycatcher,2018-05-28,<= 50 Meters,No effect on count,06:46:00,False,Forest,83.3000030517578,Singing,True,0-2.5 min,Forest,85791.0,Brian Swimelar,False,CATO-0268,False,Myiarchus crinitus,,CATO 7,Mist/Drizzle,06:36:00,,17.3999996185303,1,Calm (< 1 mph) smoke rises vertically,2018
EAWP,178359.0,CATO,CATO,Eastern Wood-Pewee,2018-05-28,<= 50 Meters,No effect on count,06:46:00,False,Forest,83.3000030517578,Singing,False,5 - 7.5 min,Forest,85846.0,Brian Swimelar,False,CATO-0268,True,Contopus virens,Undetermined,CATO 7,Mist/Drizzle,06:36:00,,17.3999996185303,1,Calm (< 1 mph) smoke rises vertically,2018
WOTH,179777.0,CATO,CATO,Wood Thrush,2018-05-28,50 - 100 Meters,No effect on count,06:46:00,False,Forest,83.3000030517578,Singing,False,2.5 - 5 min,Forest,87156.0,Brian Swimelar,True,CATO-0268,True,Hylocichla mustelina,Undetermined,CATO 7,Mist/Drizzle,06:36:00,,17.3999996185303,1,Calm (< 1 mph) smoke rises vertically,2018
OVEN,178927.0,CATO,CATO,Ovenbird,2018-05-28,<= 50 Meters,No effect on count,06:46:00,False,Forest,83.3000030517578,Singing,False,5 - 7.5 min,Forest,92689.0,Brian Swimelar,False,CATO-0268,False,Seiurus aurocapillus,Undetermined,CATO 7,Mist/Drizzle,06:36:00,,17.3999996185303,1,Calm (< 1 mph) smoke rises vertically,2018
EAWP,178359.0,CATO,CATO,Eastern Wood-Pewee,2018-05-28,50 - 100 Meters,No effect on count,06:07:00,False,Forest,83.6999969482422,Singing,False,7.5 - 10 min,Forest,85846.0,Brian Swimelar,False,CATO-0211,True,Contopus virens,Undetermined,CATO 7,Mist/Drizzle,05:57:00,,17.2000007629395,1,Calm (< 1 mph) smoke rises vertically,2018
AMRO,179759.0,CATO,CATO,American Robin,2018-05-28,50 - 100 Meters,No effect on count,06:07:00,False,Forest,83.6999969482422,Singing,False,5 - 7.5 min,Forest,87136.0,Brian Swimelar,False,CATO-0211,False,Turdus migratorius,Undetermined,CATO 7,Mist/Drizzle,05:57:00,,17.2000007629395,1,Calm (< 1 mph) smoke rises vertically,2018
EAWP,178359.0,CATO,CATO,Eastern Wood-Pewee,2018-05-28,50 - 100 Meters,No effect on count,06:07:00,False,Forest,83.6999969482422,Singing,True,0-2.5 min,Forest,85846.0,Brian Swimelar,False,CATO-0211,True,Contopus virens,Undetermined,CATO 7,Mist/Drizzle,05:57:00,,17.2000007629395,1,Calm (< 1 mph) smoke rises vertically,2018
RBWO,178195.0,CATO,CATO,Red-bellied Woodpecker,2018-05-28,50 - 100 Meters,No effect on count,06:07:00,False,Forest,83.6999969482422,Calling,True,0-2.5 min,Forest,84865.0,Brian Swimelar,False,CATO-0211,False,Melanerpes carolinus,,CATO 7,Mist/Drizzle,05:57:00,,17.2000007629395,1,Calm (< 1 mph) smoke rises vertically,2018
GCFL,178309.0,CATO,CATO,Great Crested Flycatcher,2018-05-28,<= 50 Meters,No effect on count,06:07:00,False,Forest,83.6999969482422,Singing,True,0-2.5 min,Forest,85791.0,Brian Swimelar,False,CATO-0211,False,Myiarchus crinitus,,CATO 7,Mist/Drizzle,05:57:00,,17.2000007629395,1,Calm (< 1 mph) smoke rises vertically,2018
OVEN,178927.0,CATO,CATO,Ovenbird,2018-05-28,<= 50 Meters,No effect on count,06:07:00,False,Forest,83.6999969482422,Singing,True,0-2.5 min,Forest,92689.0,Brian Swimelar,False,CATO-0211,False,Seiurus aurocapillus,Undetermined,CATO 7,Mist/Drizzle,05:57:00,,17.2000007629395,1,Calm (< 1 mph) smoke rises vertically,2018
RBWO,178195.0,CATO,CATO,Red-bellied Woodpecker,2018-05-28,<= 50 Meters,No effect on count,07:39:00,False,Forest,84.5999984741211,Calling,True,0-2.5 min,Forest,84865.0,Brian Swimelar,False,CATO-0330,False,Melanerpes carolinus,,CATO 7,Mist/Drizzle,07:29:00,,17.1000003814697,1,Light air movement (1-3 mph) smoke drifts,2018
ACFL,178339.0,CATO,CATO,Acadian Flycatcher,2018-05-28,50 - 100 Meters,No effect on count,07:39:00,False,Forest,84.5999984741211,Singing,False,5 - 7.5 min,Forest,85824.0,Brian Swimelar,False,CATO-0330,True,Empidonax virescens,,CATO 7,Mist/Drizzle,07:29:00,,17.1000003814697,1,Light air movement (1-3 mph) smoke drifts,2018
BLJA,179680.0,CATO,CATO,Blue Jay,2018-05-28,<= 50 Meters,No effect on count,07:39:00,False,Forest,84.5999984741211,Calling,True,0-2.5 min,Forest,86252.0,Brian Swimelar,False,CATO-0330,False,Cyanocitta cristata,,CATO 7,Mist/Drizzle,07:29:00,,17.1000003814697,1,Light air movement (1-3 mph) smoke drifts,2018
BLJA,179680.0,CATO,CATO,Blue Jay,2018-05-28,<= 50 Meters,No effect on count,07:39:00,False,Forest,84.5999984741211,Calling,False,2.5 - 5 min,Forest,86252.0,Brian Swimelar,False,CATO-0330,False,Cyanocitta cristata,,CATO 7,Mist/Drizzle,07:29:00,,17.1000003814697,1,Light air movement (1-3 mph) smoke drifts,2018
EAWP,178359.0,CATO,CATO,Eastern Wood-Pewee,2018-05-28,50 - 100 Meters,No effect on count,07:39:00,False,Forest,84.5999984741211,Singing,True,0-2.5 min,Forest,85846.0,Brian Swimelar,False,CATO-0330,True,Contopus virens,Undetermined,CATO 7,Mist/Drizzle,07:29:00,,17.1000003814697,1,Light air movement (1-3 mph) smoke drifts,2018
INBU,179150.0,CATO,CATO,Indigo Bunting,2018-05-28,50 - 100 Meters,No effect on count,07:39:00,False,Forest,84.5999984741211,Singing,False,7.5 - 10 min,Forest,94257.0,Brian Swimelar,False,CATO-0330,True,Passerina cyanea,Undetermined,CATO 7,Mist/Drizzle,07:29:00,,17.1000003814697,1,Light air movement (1-3 mph) smoke drifts,2018
MODO,177125.0,CATO,CATO,Mourning Dove,2018-05-28,<= 50 Meters,No effect on count,07:39:00,False,Forest,84.5999984741211,Calling,True,0-2.5 min,Forest,82737.0,Brian Swimelar,False,CATO-0330,False,Zenaida macroura,,CATO 7,Mist/Drizzle,07:29:00,,17.1000003814697,1,Light air movement (1-3 mph) smoke drifts,2018
RBWO,178195.0,CATO,CATO,Red-bellied Woodpecker,2018-05-28,<= 50 Meters,No effect on count,07:39:00,False,Forest,84.5999984741211,Calling,False,5 - 7.5 min,Forest,84865.0,Brian Swimelar,False,CATO-0330,False,Melanerpes carolinus,,CATO 7,Mist/Drizzle,07:29:00,,17.1000003814697,1,Light air movement (1-3 mph) smoke drifts,2018
ETTI,554138.0,CATO,CATO,Eastern Tufted Titmouse,2018-05-28,50 - 100 Meters,No effect on count,07:16:00,False,Forest,84.5999984741211,Singing,True,0-2.5 min,Forest,266957.0,Brian Swimelar,False,CATO-0311,False,Baeolophus bicolor,,CATO 7,Mist/Drizzle,07:06:00,,17.1000003814697,1,Calm (< 1 mph) smoke rises vertically,2018
CARW,178581.0,CATO,CATO,Carolina Wren,2018-05-28,<= 50 Meters,No effect on count,07:16:00,False,Forest,84.5999984741211,Singing,False,2.5 - 5 min,Forest,88350.0,Brian Swimelar,False,CATO-0311,False,Thryothorus ludovicianus,,CATO 7,Mist/Drizzle,07:06:00,,17.1000003814697,1,Calm (< 1 mph) smoke rises vertically,2018
OVEN,178927.0,CATO,CATO,Ovenbird,2018-05-28,<= 50 Meters,No effect on count,07:16:00,False,Forest,84.5999984741211,Singing,False,7.5 - 10 min,Forest,92689.0,Brian Swimelar,False,CATO-0311,False,Seiurus aurocapillus,Undetermined,CATO 7,Mist/Drizzle,07:06:00,,17.1000003814697,1,Calm (< 1 mph) smoke rises vertically,2018
CARW,178581.0,CATO,CATO,Carolina Wren,2018-05-28,<= 50 Meters,No effect on count,07:16:00,False,Forest,84.5999984741211,Singing,True,0-2.5 min,Forest,88350.0,Brian Swimelar,False,CATO-0311,False,Thryothorus ludovicianus,,CATO 7,Mist/Drizzle,07:06:00,,17.1000003814697,1,Calm (< 1 mph) smoke rises vertically,2018
OVEN,178927.0,CATO,CATO,Ovenbird,2018-05-28,50 - 100 Meters,No effect on count,07:16:00,False,Forest,84.5999984741211,Singing,True,0-2.5 min,Forest,92689.0,Brian Swimelar,False,CATO-0311,False,Seiurus aurocapillus,Undetermined,CATO 7,Mist/Drizzle,07:06:00,,17.1000003814697,1,Calm (< 1 mph) smoke rises vertically,2018
CHSP,179435.0,CATO,CATO,Chipping Sparrow,2018-05-28,50 - 100 Meters,No effect on count,07:16:00,False,Forest,84.5999984741211,Singing,True,0-2.5 min,Forest,84781.0,Brian Swimelar,False,CATO-0311,False,Spizella passerina,Undetermined,CATO 7,Mist/Drizzle,07:06:00,,17.1000003814697,1,Calm (< 1 mph) smoke rises vertically,2018
DOWO,178259.0,CATO,CATO,Downy Woodpecker,2018-05-28,<= 50 Meters,No effect on count,07:16:00,False,Forest,84.5999984741211,Calling,False,2.5 - 5 min,Forest,84936.0,Brian Swimelar,False,CATO-0311,True,Picoides pubescens,,CATO 7,Mist/Drizzle,07:06:00,,17.1000003814697,1,Calm (< 1 mph) smoke rises vertically,2018
ACFL,178339.0,CATO,CATO,Acadian Flycatcher,2018-05-28,<= 50 Meters,No effect on count,07:16:00,False,Forest,84.5999984741211,Singing,False,2.5 - 5 min,Forest,85824.0,Brian Swimelar,False,CATO-0311,True,Empidonax virescens,,CATO 7,Mist/Drizzle,07:06:00,,17.1000003814697,1,Calm (< 1 mph) smoke rises vertically,2018
GCFL,178309.0,CATO,CATO,Great Crested Flycatcher,2018-05-28,<= 50 Meters,No effect on count,08:22:00,False,Forest,86.8000030517578,Singing,False,7.5 - 10 min,Forest,85791.0,Brian Swimelar,False,CATO-0313,False,Myiarchus crinitus,,CATO 7,Mist/Drizzle,08:12:00,,17.2999992370605,1,Calm (< 1 mph) smoke rises vertically,2018
OVEN,178927.0,CATO,CATO,Ovenbird,2018-05-28,50 - 100 Meters,No effect on count,08:22:00,False,Forest,86.8000030517578,Singing,True,2.5 - 5 min,Forest,92689.0,Brian Swimelar,False,CATO-0313,False,Seiurus aurocapillus,Undetermined,CATO 7,Mist/Drizzle,08:12:00,,17.2999992370605,1,Calm (< 1 mph) smoke rises vertically,2018
RBWO,178195.0,CATO,CATO,Red-bellied Woodpecker,2018-05-28,<= 50 Meters,No effect on count,08:22:00,False,Forest,86.8000030517578,Calling,True,0-2.5 min,Forest,84865.0,Brian Swimelar,False,CATO-0313,False,Melanerpes carolinus,,CATO 7,Mist/Drizzle,08:12:00,,17.2999992370605,1,Calm (< 1 mph) smoke rises vertically,2018
WOTH,179777.0,CATO,CATO,Wood Thrush,2018-05-28,50 - 100 Meters,No effect on count,08:22:00,False,Forest,86.8000030517578,Singing,True,0-2.5 min,Forest,87156.0,Brian Swimelar,True,CATO-0313,True,Hylocichla mustelina,Undetermined,CATO 7,Mist/Drizzle,08:12:00,,17.2999992370605,1,Calm (< 1 mph) smoke rises vertically,2018
EAWP,178359.0,CATO,CATO,Eastern Wood-Pewee,2018-05-28,50 - 100 Meters,No effect on count,07:57:00,False,Forest,86.8000030517578,Singing,False,2.5 - 5 min,Forest,85846.0,Brian Swimelar,False,CATO-0331,True,Contopus virens,Undetermined,CATO 7,Mist/Drizzle,07:47:00,,17.2999992370605,1,Light air movement (1-3 mph) smoke drifts,2018
SCTA,179883.0,CATO,CATO,Scarlet Tanager,2018-05-28,<= 50 Meters,No effect on count,07:57:00,False,Forest,86.8000030517578,Visualization,False,7.5 - 10 min,Forest,88071.0,Brian Swimelar,False,CATO-0331,True,Piranga olivacea,Male,CATO 7,Mist/Drizzle,07:47:00,,17.2999992370605,1,Light air movement (1-3 mph) smoke drifts,2018
SCTA,179883.0,CATO,CATO,Scarlet Tanager,2018-05-28,<= 50 Meters,No effect on count,07:57:00,False,Forest,86.8000030517578,Visualization,False,5 - 7.5 min,Forest,88071.0,Brian Swimelar,False,CATO-0331,True,Piranga olivacea,Male,CATO 7,Mist/Drizzle,07:47:00,,17.2999992370605,1,Light air movement (1-3 mph) smoke drifts,2018
SCTA,179883.0,CATO,CATO,Scarlet Tanager,2018-05-28,<= 50 Meters,No effect on count,07:57:00,False,Forest,86.8000030517578,Visualization,False,5 - 7.5 min,Forest,88071.0,Brian Swimelar,False,CATO-0331,True,Piranga olivacea,Undetermined,CATO 7,Mist/Drizzle,07:47:00,,17.2999992370605,1,Light air movement (1-3 mph) smoke drifts,2018
REVI,179021.0,CATO,CATO,Red-eyed Vireo,2018-05-28,50 - 100 Meters,No effect on count,07:57:00,False,Forest,86.8000030517578,Singing,False,2.5 - 5 min,Forest,93587.0,Brian Swimelar,False,CATO-0331,False,Vireo olivaceus,Undetermined,CATO 7,Mist/Drizzle,07:47:00,,17.2999992370605,1,Light air movement (1-3 mph) smoke drifts,2018
GCFL,178309.0,CATO,CATO,Great Crested Flycatcher,2018-05-28,<= 50 Meters,No effect on count,07:57:00,False,Forest,86.8000030517578,Singing,False,2.5 - 5 min,Forest,85791.0,Brian Swimelar,False,CATO-0331,False,Myiarchus crinitus,,CATO 7,Mist/Drizzle,07:47:00,,17.2999992370605,1,Light air movement (1-3 mph) smoke drifts,2018
EAWP,178359.0,CATO,CATO,Eastern Wood-Pewee,2018-05-28,50 - 100 Meters,No effect on count,07:57:00,False,Forest,86.8000030517578,Singing,True,0-2.5 min,Forest,85846.0,Brian Swimelar,False,CATO-0331,True,Contopus virens,Undetermined,CATO 7,Mist/Drizzle,07:47:00,,17.2999992370605,1,Light air movement (1-3 mph) smoke drifts,2018
AMCR,179731.0,CATO,CATO,American Crow,2018-05-28,50 - 100 Meters,No effect on count,07:57:00,False,Forest,86.8000030517578,Calling,True,0-2.5 min,Forest,87106.0,Brian Swimelar,False,CATO-0331,False,Corvus brachyrhynchos,,CATO 7,Mist/Drizzle,07:47:00,,17.2999992370605,1,Light air movement (1-3 mph) smoke drifts,2018
RBWO,178195.0,CATO,CATO,Red-bellied Woodpecker,2018-05-28,<= 50 Meters,No effect on count,07:57:00,False,Forest,86.8000030517578,Calling,False,2.5 - 5 min,Forest,84865.0,Brian Swimelar,False,CATO-0331,False,Melanerpes carolinus,,CATO 7,Mist/Drizzle,07:47:00,,17.2999992370605,1,Light air movement (1-3 mph) smoke drifts,2018
EAWP,178359.0,CATO,CATO,Eastern Wood-Pewee,2018-06-13,<= 50 Meters,No effect on count,09:38:00,False,Forest,73.1999969482422,Singing,True,0-2.5 min,Forest,85846.0,Brian Swimelar,False,CATO-0237,True,Contopus virens,Undetermined,CATO 4,Cloudy/Overcast,09:28:00,,20.7000007629395,2,Light breeze (4-7 mph) wind felt on face,2018
WOTH,179777.0,CATO,CATO,Wood Thrush,2018-06-13,50 - 100 Meters,No effect on count,09:38:00,False,Forest,73.1999969482422,Singing,False,2.5 - 5 min,Forest,87156.0,Brian Swimelar,True,CATO-0237,True,Hylocichla mustelina,Undetermined,CATO 4,Cloudy/Overcast,09:28:00,,20.7000007629395,2,Light breeze (4-7 mph) wind felt on face,2018
WBNU,178775.0,CATO,CATO,White-breasted Nuthatch,2018-06-13,<= 50 Meters,No effect on count,09:38:00,False,Forest,73.1999969482422,Calling,False,5 - 7.5 min,Forest,90935.0,Brian Swimelar,False,CATO-0237,False,Sitta carolinensis,,CATO 4,Cloudy/Overcast,09:28:00,,20.7000007629395,2,Light breeze (4-7 mph) wind felt on face,2018
SCTA,179883.0,CATO,CATO,Scarlet Tanager,2018-06-13,<= 50 Meters,No effect on count,09:38:00,False,Forest,73.1999969482422,Singing,False,5 - 7.5 min,Forest,88071.0,Brian Swimelar,False,CATO-0237,True,Piranga olivacea,Undetermined,CATO 4,Cloudy/Overcast,09:28:00,,20.7000007629395,2,Light breeze (4-7 mph) wind felt on face,2018
REVI,179021.0,CATO,CATO,Red-eyed Vireo,2018-06-13,<= 50 Meters,No effect on count,09:38:00,False,Forest,73.1999969482422,Singing,False,7.5 - 10 min,Forest,93587.0,Brian Swimelar,False,CATO-0237,False,Vireo olivaceus,Undetermined,CATO 4,Cloudy/Overcast,09:28:00,,20.7000007629395,2,Light breeze (4-7 mph) wind felt on face,2018
BLJA,179680.0,CATO,CATO,Blue Jay,2018-06-13,<= 50 Meters,No effect on count,09:38:00,False,Forest,73.1999969482422,Visualization,False,7.5 - 10 min,Forest,86252.0,Brian Swimelar,False,CATO-0237,False,Cyanocitta cristata,Undetermined,CATO 4,Cloudy/Overcast,09:28:00,,20.7000007629395,2,Light breeze (4-7 mph) wind felt on face,2018
OVEN,178927.0,CATO,CATO,Ovenbird,2018-06-13,50 - 100 Meters,No effect on count,09:38:00,False,Forest,73.1999969482422,Singing,True,0-2.5 min,Forest,92689.0,Brian Swimelar,False,CATO-0237,False,Seiurus aurocapillus,Undetermined,CATO 4,Cloudy/Overcast,09:28:00,,20.7000007629395,2,Light breeze (4-7 mph) wind felt on face,2018
BLJA,179680.0,CATO,CATO,Blue Jay,2018-06-13,<= 50 Meters,No effect on count,09:38:00,False,Forest,73.1999969482422,Calling,True,0-2.5 min,Forest,86252.0,Brian Swimelar,False,CATO-0237,False,Cyanocitta cristata,,CATO 4,Cloudy/Overcast,09:28:00,,20.7000007629395,2,Light breeze (4-7 mph) wind felt on face,2018
COGR,179104.0,CATO,CATO,Common Grackle,2018-06-13,<= 50 Meters,No effect on count,09:38:00,False,Forest,73.1999969482422,Singing,False,7.5 - 10 min,Forest,94206.0,Brian Swimelar,False,CATO-0237,False,Quiscalus quiscula,,CATO 4,Cloudy/Overcast,09:28:00,,20.7000007629395,2,Light breeze (4-7 mph) wind felt on face,2018
BLJA,179680.0,CATO,CATO,Blue Jay,2018-06-13,<= 50 Meters,No effect on count,09:38:00,False,Forest,73.1999969482422,Visualization,False,7.5 - 10 min,Forest,86252.0,Brian Swimelar,False,CATO-0237,False,Cyanocitta cristata,Male,CATO 4,Cloudy/Overcast,09:28:00,,20.7000007629395,2,Light breeze (4-7 mph) wind felt on face,2018
BLJA,179680.0,CATO,CATO,Blue Jay,2018-06-13,<= 50 Meters,No effect on count,08:53:00,False,Forest,73.1999969482422,Visualization,True,0-2.5 min,Forest,86252.0,Brian Swimelar,False,CATO-0271,False,Cyanocitta cristata,,CATO 4,Fog,08:43:00,,20.7000007629395,2,Calm (< 1 mph) smoke rises vertically,2018
EATO,179276.0,CATO,CATO,Eastern Towhee,2018-06-13,<= 50 Meters,No effect on count,08:53:00,False,Forest,73.1999969482422,Singing,False,2.5 - 5 min,Forest,83803.0,Brian Swimelar,False,CATO-0271,True,Pipilo erythrophthalmus,Undetermined,CATO 4,Fog,08:43:00,,20.7000007629395,2,Calm (< 1 mph) smoke rises vertically,2018
